StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
22181;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;16;4;11;6;4;8;2;11;12;9;5;0;5;0;;9;12
22182;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;10;16;0;13;0;3;5;8;9;1;13;0;12;0;;14;13
22183;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;3;0;16;2;15;10;7;10;9;3;10;0;13;0;;0;15
22184;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;4;17;14;17;0;13;6;10;5;4;2;0;1;0;;12;4
22185;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;16;6;12;7;1;6;13;13;5;12;0;15;0;;9;5
22186;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;0;6;9;13;15;6;7;10;10;1;1;0;16;0;;14;17
22187;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;9;2;4;4;4;17;7;1;2;4;7;0;2;0;;13;0
22188;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;16;14;3;15;1;8;1;17;4;17;0;17;0;;11;12
22189;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;1;1;1;5;11;12;8;8;14;3;16;0;14;0;;5;3
22190;20;0;0;0;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;8;5;16;9;3;8;2;16;11;5;8;0;16;0;;8;1
22191;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;3;8;11;15;12;6;9;11;2;7;0;17;0;;8;2
22192;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;17;13;7;9;3;3;6;12;7;6;7;0;6;0;;0;2
22193;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;4;4;15;0;4;5;9;4;8;8;6;0;3;0;;3;7
22194;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;11;12;8;1;16;8;12;11;2;6;0;13;0;;8;16
22195;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;13;10;9;3;4;16;4;0;10;8;17;0;15;0;;1;4
22196;20;0;0;0;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;14;8;13;14;15;11;8;0;9;5;5;0;12;0;;7;1
22197;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;3;12;4;12;3;1;6;7;16;3;1;0;6;0;;7;17
22198;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;11;9;10;16;12;3;0;11;2;8;0;2;0;;8;8
22199;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;2;8;15;10;13;11;9;1;15;4;14;0;12;0;;13;9
22200;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;7;4;11;13;13;13;2;14;2;5;7;0;9;0;;16;16
22201;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;13;16;13;8;6;1;4;3;7;6;8;0;11;0;;9;9
22202;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;6;0;7;15;0;6;1;16;15;6;6;0;6;0;;17;9
22203;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;1;3;8;12;7;9;8;6;8;14;0;12;0;;1;10
22204;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;1;15;5;5;11;14;4;6;5;1;6;0;3;0;;17;4
22205;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;12;14;10;10;4;13;9;3;7;7;10;0;10;0;;5;15
22206;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;3;4;2;4;4;17;1;8;3;4;4;10;0;12;0;;7;5
22207;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;14;11;6;17;4;8;1;11;15;1;9;0;14;0;;15;0
22208;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;15;16;0;2;13;16;8;12;17;1;1;0;1;0;;15;16
22209;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;15;0;12;8;3;4;0;2;2;13;0;14;0;;6;6
22210;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;11;3;13;1;4;0;4;12;7;7;4;0;9;0;;4;7
22211;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;13;1;6;0;1;17;8;1;9;1;4;0;2;0;;9;10
22212;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;13;13;11;0;17;10;6;8;17;1;2;0;11;0;;10;13
22213;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;17;3;0;9;8;2;4;17;13;1;9;0;1;0;;8;16
22214;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;3;7;4;17;11;4;6;9;5;12;2;3;0;8;0;;2;8
22215;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;7;16;13;12;15;14;7;0;10;2;8;0;10;0;;16;7
22216;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;8;16;5;9;9;9;8;9;5;14;0;1;0;;10;9
22217;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;14;16;12;6;10;2;2;9;4;3;5;0;2;0;;0;3
22218;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;14;3;12;7;2;4;2;9;1;3;2;0;8;0;;12;10
22219;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;6;13;7;16;0;9;13;1;4;7;0;2;0;;5;10
22220;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;0;3;17;13;17;14;2;8;12;6;8;11;0;6;0;;16;2
22221;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;4;11;15;4;14;10;6;15;0;2;10;0;14;0;;12;10
22222;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;6;5;13;16;10;6;6;9;9;17;0;2;0;;13;5
22223;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;13;13;6;8;0;6;7;15;15;5;3;0;2;0;;10;1
22224;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;9;3;9;13;11;15;9;2;6;5;5;0;5;0;;8;2
22225;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;5;15;9;5;5;5;0;1;3;4;0;17;0;;0;6
22226;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;6;6;2;11;0;8;9;15;4;2;6;0;0;0;;5;17
22227;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;13;10;5;4;7;7;6;14;10;6;7;0;10;0;;0;6
22228;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;12;9;4;2;4;12;6;1;16;2;16;0;9;0;;10;12
22229;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;8;1;17;6;16;10;7;6;10;8;7;0;15;0;;11;14
22230;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;4;16;1;3;11;10;3;6;14;2;5;0;13;0;;17;15
22231;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;0;2;7;15;4;9;2;3;2;16;4;10;0;2;0;;11;9
22232;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;17;12;17;13;7;10;8;9;9;1;2;0;2;0;;0;7
22233;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;17;2;10;4;2;17;2;15;17;3;17;0;8;0;;7;15
22234;20;0;0;0;1;Standard;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;0;10;14;12;0;3;7;17;13;1;8;0;9;0;;7;12
22235;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;3;13;10;12;6;2;4;6;2;8;8;0;13;0;;6;8
22236;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;12;3;9;12;5;2;1;2;10;7;1;0;6;0;;8;0
22237;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;0;5;16;1;4;5;7;3;4;5;0;0;0;0;;8;1
22238;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;11;16;4;8;12;2;5;10;2;17;0;14;0;;11;12
22239;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;10;11;9;1;4;9;6;2;11;1;7;0;16;0;;8;10
22240;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;9;1;1;9;6;4;1;0;6;0;0;9;0;;5;12
22241;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;15;14;7;9;10;13;7;1;0;9;2;0;4;0;;6;16
22242;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;15;6;2;1;1;15;6;11;3;6;16;0;12;0;;16;1
22243;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;2;16;6;11;10;13;8;13;16;8;11;0;0;0;;14;10
22244;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;0;1;8;12;2;5;6;15;1;7;0;11;0;;8;10
22245;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;7;6;14;15;12;6;2;9;5;7;7;0;12;0;;3;11
22246;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;4;5;14;17;11;11;3;8;1;1;8;0;0;0;;6;1
22247;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;0;1;14;15;13;1;3;2;13;13;4;2;0;2;0;;15;16
22248;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;0;6;12;1;13;6;4;1;9;5;0;17;0;;13;3
22249;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;5;16;14;2;10;3;7;13;1;6;7;0;7;0;;14;8
22250;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;16;0;8;9;17;10;1;14;0;3;3;0;4;0;;10;5
22251;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;13;10;0;12;4;9;9;2;7;16;0;5;0;;3;10
22252;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;1;9;0;11;5;12;7;13;5;6;14;0;10;0;;17;6
22253;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;10;5;13;9;5;7;4;9;6;7;10;0;15;0;;10;9
22254;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;6;17;2;3;17;1;6;3;10;1;5;0;0;0;;15;14
22255;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;3;17;3;3;7;0;3;2;8;5;9;0;10;0;;5;14
22256;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;4;9;1;2;7;13;3;15;15;4;0;0;5;0;;16;14
22257;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;11;15;14;13;14;14;3;10;13;3;3;0;11;0;;2;13
22258;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;6;2;7;2;5;5;8;16;4;7;4;0;11;0;;10;6
22259;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;1;4;3;2;1;14;9;13;13;1;16;0;14;0;;2;1
22260;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;0;2;15;8;14;5;13;5;7;3;0;16;0;;3;2
22261;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;3;5;17;5;0;14;5;10;0;3;2;0;10;0;;17;15
22262;20;0;0;0;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;4;14;5;14;4;5;8;17;5;4;1;0;10;0;;4;1
22263;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;17;4;11;15;7;15;7;6;3;7;1;0;3;0;;15;5
22264;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;12;3;3;0;6;7;3;4;15;1;7;0;5;0;;6;12
22265;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;3;17;1;13;6;10;3;6;1;10;1;15;0;14;0;;11;3
22266;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;13;2;8;1;15;16;7;11;5;6;5;0;12;0;;1;14
22267;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;0;7;15;7;11;0;4;6;8;7;8;0;1;0;;13;12
22268;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;1;13;13;0;5;2;12;16;8;4;0;5;0;;2;5
22269;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;0;6;5;1;8;4;1;6;6;12;1;4;0;3;0;;12;10
22270;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;3;10;15;9;8;12;7;2;17;9;1;0;12;0;;0;13
22271;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;16;9;11;3;9;6;9;0;5;6;0;2;0;;5;17
22272;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;0;9;17;8;6;2;3;5;1;3;1;0;8;0;;11;1
22273;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;17;3;13;9;0;2;5;10;9;8;0;13;0;;12;14
22274;20;0;0;0;1;Very Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;9;1;12;1;9;14;6;4;10;1;12;0;4;0;;16;13
22275;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;16;3;7;0;11;4;3;1;6;1;9;0;14;0;;3;0
22276;20;0;0;0;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;3;14;14;9;16;15;2;9;3;6;1;1;0;3;0;;7;11
22277;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;16;16;3;17;7;8;5;3;14;9;1;0;9;0;;6;17
22278;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;0;0;15;6;3;7;7;15;12;9;3;0;8;0;;14;13
22279;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;0;1;5;5;14;17;6;2;17;9;11;0;17;0;;10;6
22280;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;0;11;6;10;15;7;4;4;9;3;17;0;6;0;;4;2
22281;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;9;14;15;10;9;6;3;5;14;8;11;0;3;0;;11;10
22282;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;6;0;17;17;17;2;4;10;2;3;0;0;0;;3;15
22283;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;1;14;0;5;8;14;1;6;16;4;10;0;11;0;;8;4
22284;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;7;15;4;0;12;13;6;11;7;8;8;0;10;0;;7;14
22285;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;2;8;14;4;17;2;1;5;8;5;4;0;3;0;;16;17
22286;20;0;0;0;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;15;6;11;6;3;9;8;13;17;7;1;0;12;0;;4;16
22287;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;2;12;5;9;10;11;5;11;8;1;10;0;15;0;;2;13
22288;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;17;1;3;2;12;12;5;0;14;8;2;0;2;0;;14;12
22289;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;7;6;8;3;5;15;7;7;6;4;8;0;1;0;;1;1
22290;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;15;10;8;6;15;2;8;12;1;9;6;0;5;0;;3;16
22291;0;20;10;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;8;1;8;2;7;0;7;1;13;2;13;0;6;0;;16;7
22292;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;5;16;6;15;11;17;2;16;11;2;10;0;0;0;;12;2
22293;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;14;18;13;5;10;6;7;9;6;9;5;0;18;0;;12;7
22294;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;18;0;14;18;3;9;1;1;14;1;9;0;10;0;;4;4
22295;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;6;8;15;7;13;5;5;8;5;5;15;0;3;0;;9;0
22296;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;17;8;7;5;13;2;0;2;6;7;0;2;0;;3;4
22297;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;17;2;13;8;16;17;1;6;13;4;9;0;14;0;;17;12
22298;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;8;0;5;15;10;10;9;9;9;6;2;0;0;0;;16;13
22299;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;16;13;11;4;6;10;1;2;8;7;15;0;6;0;;6;9
22300;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;8;17;16;1;0;2;5;15;16;3;7;0;14;0;;10;8
22301;0;20;10;20;1;Offensive;Very Non-Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;14;2;10;11;5;6;7;17;10;5;2;0;6;0;;14;8
22302;20;0;0;0;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;16;8;15;10;12;12;9;11;17;8;5;0;14;0;;2;5
22303;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;16;2;10;2;12;4;14;5;6;7;0;8;0;;16;1
22304;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;9;0;17;4;9;15;1;11;9;4;9;0;4;0;;2;11
22305;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;14;8;17;7;1;7;3;9;5;8;5;0;13;0;;4;16
22306;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;7;13;9;6;15;13;9;2;12;5;9;0;15;0;;5;13
22307;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;4;1;4;2;6;17;4;17;14;2;19;0;2;0;;2;13
22308;20;0;0;0;1;Standard;Very Non-Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;12;19;10;17;7;17;1;19;7;6;14;0;7;0;;6;3
22309;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;15;5;14;8;5;8;1;9;9;1;1;0;12;0;;18;17
22310;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;3;17;1;12;17;2;9;18;5;1;17;0;17;0;;6;10
22311;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;8;11;4;7;14;10;3;14;11;5;5;0;10;0;;4;6
22312;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;18;18;5;0;14;9;3;11;9;12;0;4;0;;10;8
22313;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;14;16;0;12;11;4;10;19;4;19;0;14;0;;15;3
22314;20;0;0;0;1;Offensive;Very Non-Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;8;9;17;0;13;8;4;11;6;12;0;11;0;;10;3
22315;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;4;9;9;19;13;15;3;16;2;4;16;0;16;0;;13;8
22316;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;7;16;11;7;9;1;4;7;12;9;2;0;5;0;;0;17
22317;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;3;2;2;18;19;15;11;1;8;6;7;14;0;7;0;;9;4
22318;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;18;11;18;8;13;14;7;17;8;6;12;0;7;0;;6;0
22319;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;13;2;12;12;14;13;7;11;8;3;8;0;11;0;;7;6
22320;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;4;0;9;5;11;9;9;4;17;2;13;0;6;0;;1;7
22321;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;19;2;0;8;18;7;7;11;10;4;11;0;14;0;;3;2
22322;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;4;2;7;1;5;14;6;8;18;5;6;0;8;0;;4;6
22323;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;10;9;11;6;2;8;10;10;5;7;0;5;0;;11;13
22324;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;6;0;9;5;8;9;12;14;4;6;0;2;0;;13;4
22325;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;0;9;16;3;1;14;6;13;13;3;17;0;1;0;;13;4
22326;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;13;10;2;2;11;14;9;10;15;2;7;0;10;0;;3;2
22327;0;20;10;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;13;8;2;8;3;10;3;15;12;3;1;0;6;0;;16;16
22328;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;4;17;17;14;6;3;8;1;14;5;7;0;9;0;;4;17
22329;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;8;11;16;7;3;15;8;16;16;3;12;0;4;0;;16;16
22330;20;0;0;0;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;5;3;12;13;0;0;5;16;6;7;0;0;1;0;;14;9
22331;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;15;14;2;7;17;6;4;0;0;6;17;0;5;0;;9;17
22332;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;13;7;1;5;16;17;8;8;7;8;10;0;11;0;;16;15
22333;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;14;15;0;5;13;3;1;15;17;1;12;0;0;0;;11;8
22334;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;0;10;7;5;9;8;3;17;9;9;6;0;8;0;;1;10
22335;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;5;16;10;0;15;9;8;15;16;7;15;0;5;0;;1;8
22336;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;16;13;9;6;12;12;3;6;17;7;15;0;16;0;;6;10
22337;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;1;17;11;12;8;0;3;15;5;7;17;0;13;0;;3;6
22338;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;9;4;2;2;11;9;10;11;2;0;0;10;0;;15;8
22339;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;0;1;11;1;16;14;1;3;2;9;0;0;3;0;;15;9
22340;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;5;4;14;8;16;15;1;12;15;1;4;0;11;0;;7;4
22341;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;10;11;5;5;5;15;2;1;14;9;7;0;0;0;;7;12
22342;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;12;14;17;12;15;4;7;15;4;5;10;0;5;0;;0;15
22343;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;19;11;9;2;6;9;8;13;18;7;4;0;9;0;;9;9
22344;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;6;18;10;11;14;13;2;14;18;6;13;0;7;0;;10;17
22345;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;13;12;16;0;13;19;9;15;12;5;8;0;17;0;;9;14
22346;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;5;4;4;4;4;3;7;1;17;4;3;0;3;0;;5;2
